2013-04-07 00:06:36	hbstache	I hope only see the BOND version &amp; never see the Mr. Bean version of Roubaix again #roubaix #procycling... http://t.co/Z1xkWRLi7F
2013-04-07 00:08:20	hbstache	I hope to see the BOND version &amp; NEVER see the Mr. Bean version again!!! #roubaix #parisroubaix #procycling... http://t.co/XEAiOT2U3g
2013-04-07 00:11:38	PatasV	RT @hbstache: I hope to see the BOND version &amp; NEVER see the Mr. Bean version again!!! #roubaix #parisroubaix #procycling... http:// ...
2013-04-07 00:20:08	cyclosophy	Just realised @StuOGrady won #roubaix on ANZAC Day. Couldn't have been more appropriate. #cycling #pr
2013-04-07 00:27:29	Philip_Gomes	There is a giant freaking cobblestone in this Darlo cafe/bar, a good omen for tonight? #PR #roubaix http://t.co/WEPY3sCaLg
2013-04-07 01:00:45	dbenkoski	RT @ProCyclingStats: bastard http://t.co/54IsoKmpk1 @Roubaixcourse #roubaix
2013-04-07 01:06:58	dwuori	@kristenbauer it appears to be either: #roubaix #parisroubaix #PR or #ouch
2013-04-07 01:32:40	ulif	Top10 into the sectors. 53/14. Keep it above 45kph. Arms relaxed. Stay in the middle. #armchaircoach #roubaix
2013-04-07 01:47:18	mitchferro	RT @ProCyclingStats: bastard http://t.co/54IsoKmpk1 @Roubaixcourse #roubaix
2013-04-07 01:53:05	pmpalermo	Te esperamos mañana con toda la cobertura de la #parisroubaix  #roubaix #parijsroubaix en http://t.co/5pvlcPWgsh !! #ciclismo
2013-04-07 02:05:48	pmpalermo	@juanschulz  en vista de las ultimas carreras, creo que sus mejores años han pasado. #roubaix es diferente y eso puede ayudarlo..
2013-04-07 02:15:40	GreenEDGEFans	I have just blogged out my thoughts on Aussies in the #parisroubaix #roubaix give feedback.. not on grammar http://t.co/1RV7zmBrrS :D
2013-04-07 02:17:04	Cycleboredom	Official #roubaix preview - L’Ennui Roubaix de l’Ennui (The Roubaix Boredom of Boredom) ‹ Cycleboredom http://t.co/b3mLIN74tZ
