0	In Wevelgem NIETS van sneeuw voorlopig. Ook regio Roeselare niet. Laten we gewoon rijden zoals elk jaar. Tot straks, Saint-Vélo! #gw
0	Heel erg goed ziet het er niet uit voor #gentwevelgem, denk ik... #gw
0	Wss om de hashtag #gw te laten kloppen, hebben ze op het parcours een ander dorpke met een G gezocht en daarom Gistel  ...
0	De namen Steels &amp; Peeters staan al op de erelijst van #gw no stress voor &amp; mij dus voor den eer v ...
0	Met slakkengang v #Antwerpen nr #Zottegem. morgen? Nee, dat zie ik jammer genoeg niet gebeuren #gw #dikpaksneeuw
0	In #Nieuwpoort matige tot hevige sneeuwval die deels blijft liggen, strooidiensten wel actief #gw http://t.co/4scVSH2qX3
0	Hardman THREE pix in #gw gallery #1 http://t.co/DwSHpdprYS, #2 http://t.co/U6iRrGCjq1, #3 http://t.co/rQFEUpD0Xp
0	hittin' pac-man status...MAKIN' IT RAIN!  dolla dolla bills y'all!  #bigErnproblems #pacman #gw
0	The #wonderlits are doing work this weekend. I just can't get over it. #ucla #gw #scholarships #lax
0	The #wonderlits are doing work this weekend. I just can't get over it. #ucla #gw #scholarships #lax
0	Keren2 gaya ank phtography,  #gw d dalamnya
0	Abdu pips Cipo in '91 Grape-Bubblegum. Includes gr8 fashions of the day http://t.co/PXzEErAvbr #gw
0	Cinta tanpa syarat - afgan #np #gw banget #uhuuuuy
0	May the strongest man win. #gw http://t.co/CiHumiCWR8
0	loe jga kan gara"loe #gw bunuh loe:-P"nah lo bkn gw ya za yg ngmbg ckck RT Ahhaha itu tuh yang deket perbata
0	Ahahha seremm *kaburrr"loe jga kan gara"loe #gw bunuh loe:-P"nah lo bkn gw ya za yg ngmbg ckck
0	I'm not really an avid radio listener #gw
0	Twee broeken, twee jassen. Klaar om straks richting start te trekken en alles in goede banen te leiden. #gw #koud
0	actually #gw is a loser because he never tweets back.
0	No livestream of #gw but at least not freezin'... http://t.co/keZsSSWC20
0	in Oost - Vlaanderen ligt het weer eens "mooi" wit. Gaat #gw niet afgelast worden?  http://t.co/eOOdOkCRDD
0	#gw of niet vandaag bij -3 en ondergesneeuwde snelwegen? http://t.co/ZjyoeGjzTf
0	kumaha maneh we atuhlah :D haha #gw gabisa sunda mpo awkwk
0	kumaha maneh weh atuhlaa wkwk #gw gabisa sunda mpo
0	Klaar voor een dagje Gent-Wevelgem, of ist Gistel-Wevelgem :-) #gw
0	iya da gw alay gw jelek..~ gw nora gw kmpungan &amp; dan gw bego -,- blang aj tuh smua -,- #gw msih sabr kok :D RT  heueuh lah kumaha
0	Grootste respect voor de renners die in dergelijke weersomstandigheden hun brood verdienen! #gw
0	#indetijdvanrogerdevlaeminck lag Gistel nog in Deinze #gw
0	In de tijd van Roger De Vlaeminck startte Gent Wevelgem op de Noordpool en lag de finish in Antartica! #gw
0	No snow at this moment in West-Flanders #crossedfingers #gw http://t.co/zRJUcd9S0W
0	Be counted.... #climate #gw #kxl #nokxl #tarsands #notarsands #defendourplanet https://t.co/J3jUkzSgHI
0	No snow at this moment in West-Flanders #crossedfingers #gw http://t.co/zRJUcd9S0W
0	jiah gw pny jg kg ps d pndk mh ckck RT loe jga kan gara"loe #gw bunuh loe:-P"
0	#gw of geen #gw, that’s the question.
0	#gw of geen #gw, that’s the question.
0	No snow at this moment in West-Flanders #crossedfingers #gw http://t.co/zRJUcd9S0W
0	Liggen er al sneeuwkettingen op de bus Gent-Gistel? #gw
0	ziet er eerder een veldritparcours uit,Jens! #gw
0	No snow at this moment in West-Flanders #crossedfingers #gw http://t.co/zRJUcd9S0W
0	No snow at this moment in West-Flanders #crossedfingers #gw http://t.co/zRJUcd9S0W
0	In #AD lees ik dat Boonen vrijdag niet in goede doen was. 7e is nochtans niet zo slecht? http://t.co/kt4ZRKRXQb #gw #e3h
0	ik lees toch problematische tweets #gw
0	graag :D #gw
0	No snow at this moment in West-Flanders #crossedfingers #gw http://t.co/zRJUcd9S0W
0	Adinkerke (km 87) = sneeuwvrij! #gw
0	gelukkig komen ze niet door Pajottenland. Hier tussen 5 en 10 cm... #gw #hopelijksmeltdatsnel
0	For us #gw is cancelled. Much too much snow to go to #deinze. Like that it would be very dangerous for the riders to start. #snow
0	Adinkerke (km 87) = sneeuwvrij! #gw
0	komt in orde volgens :-) #gw
0	Geen enkele sneeuwvlok te bespeuren in regio Wevelgem #gw
0	nie te veel sneeuw in #gw ?
0	#sneeuw... Benieuwd beslissing #gw #winter
0	indetijdvanJean-MarieDedecker wil de start #gw en Olympische winterspelen in #middelkerke http://t.co/iwowfhx7PO
0	No snow at this moment in West-Flanders #crossedfingers #gw http://t.co/zRJUcd9S0W
0	Gistel-Wevelgem, en de hashtag moet niet veranderen, geniaal. Straks ook andere aankomst? #gw
0	#gw meeting solution Deinze-coach-Gistel-Oostende-plane-Wevelgem-finish.
0	Klaar voor een prachtige #gw
0	Volgens het agentschap van Wegen en Verkeer blijven we beter thuis. En #gw dan? :-) http://t.co/eXW0wAe3H8
0	Minder sneeuw in Westhoek dan in binnenland. Maar wel ijizig koud en ijsplekken. Hoop voor iedereen dat Gent-Wevelgem kan doorgaan. #gw
0	Ready for a beautiful #gw
0	Gaat #gw nog door? #wielrennen
0	Ontwaken met een dik pak sneeuw in Oost-Vlaanderen. Is het parcours van Gent-Wevelgem eraan ontsnapt…? #gw / cc
0	Aalst st-truiden afgelast voor junioren, hopelijk gaat gent-wevelgem door. #sporza_koers #gw
0	mogelijk voorstel #opq #gw 2013 indore  #specialiteit foto Belga http://t.co/Bm1i7mOPHP
0	Laat Gent-Wevelgem toch maar doorgaan. #gw
0	Op weg naar #gw, hopelijk gaat koers door!
0	Vertrokken met spijs en drank voor VIP's Gent-Wevelgem.  Hopelijk kan alles gewoon doorgaan. #gw #ImpeCatering
0	Foto's van toestand parcours Gent-Wevelgem of zone Moeren, Kemmel, Cassel, Catsberg,...welkom. Iemand die in de buurt woont? #gw #dtv
0	aan de kanten van waregem niks van sneeuw #gw
0	#gw Gent-Wevelgem Start List http://t.co/EflW0Mqxog
0	En, wat wordt het nu met Gent-Wevelgem? Moeten we dat die renners wel aandien? Is dit nog verantwoord koersen? #gw #sporza
0	Diksmuide, 24/3/2013 #gw #weer http://t.co/hygUixRX9J
0	zit ook te twijfelen om te trainen straks op oog #rvv... Het is toch geen koersweer zunne #gw
0	Wat gaat Gent-wevelgem doen? Ze zijn voorbereid op alles, eventueel koers op maandag!!! #gw
0	Diksmuide, 24/3/2013 #gw #weer http://t.co/hygUixRX9J
0	Even kijken hoe België erbij ligt qua meteo op het parcours #gw  http://t.co/0vJGKsfzDP
0	good luck today #gw
0	Hopelijk geen sneeuw meer dat Gent-Wevelgem kan doorgaan. #gw
0	Diksmuide, 24/3/2013 #gw #weer http://t.co/hygUixRX9J
0	Vertrokken met spijs en drank voor VIP's Gent-Wevelgem.  Hopelijk kan alles gewoon doorgaan. #gw #ImpeCatering
0	van hieruit geen sneeuw te zien op Casselberg. #gw #poperinge http://t.co/jkr9X0pxym
0	Volgens Luc Gheysens, voorzitter van organisatiecomité Gent-Wevelgem, is er geen probleem voor Gent-Wevelgem #gw
0	It gaet oan! #gw
0	Volgens radio 1 zou Gent-Wevelgem gewoon doorgaan. #gw
0	Familiar images in Gent #gw - http://t.co/tqAmtWnxUo
0	Ah schitterend! Ik lees het ook net. Tv, warme chocomelk en genieten van zij die afzien. #gw
0	Deinze City deze morgen... :) #gw http://t.co/WY5d0eJcUy
0	Voorlopig geen sneeuw in Gent dus Gent Wevelgem kan misschien wel doorgaan #gw
0	Het is een keer iets anders Photofinish Gent-Wevelgem 2013 #GW http://t.co/2ac6InO6hW #gw #wheelie ...
0	2013 Gent Wevelgem'de Peter Sagan'dan Büyüleyici Performans ve Zafer Şovu #gw #gentwevelgem #Bisiklet http://t.co/r5JUB5OFwb
0	Celebración de caballito de Sagan en #GW “#wheelie Peter Sagan 1 #GentWevelgem #gw http://t.co/54VU37qPqI”
0	#gw: Sagan wins solo.
0	3e #mooie Finale #kippenvel #gw http://t.co/s3jORlPLR2
0	Unieke foto winnaar 75e Gent-Wevelgem gaat nu al de wereld rond http://t.co/5F3f4uftzw #gw
0	Just posted a 36.00 km bike - Finale #gw op de rollen http://t.co/YE9JtCx0vj #RunKeeper
0	Caballito photo finish Sagan #notengomasqueañadir http://t.co/tcju5sS319 #gw
0	Peter Sagan versus Fabian Cancellara. Dat wordt het duel in de Ronde van Vlaanderen. Spektakel gegarandeerd. #gw #rvv
0	Caballito photo finish Sagan #notengomasqueañadir http://t.co/tcju5sS319 #gw
0	Sagan is incredible "Ghent-Wevelgem winning wheelie, from - https://t.co/udYTmB11o1 #gw”
0	Peter Sagan wint met overmacht Gent-Wevelgem. Hij rijdt op zijn achterwiel over de streep. #gw #wielrennen
0	Unieke foto winnaar 75e Gent-Wevelgem gaat nu al de wereld rond http://t.co/5F3f4uftzw #gw
0	Sagan gaat toch moeten opletten met zijn manier van de overwinningen te vieren! Want toch 'air' #gw
0	Sagan looks down to check his power meter https://t.co/cK0blLsevN #gw
0	https://t.co/NkheMxjdL0 Peter Sagan's wheelie #legend aha! #gw
0	#wheelie Peter Sagan 1 #GentWevelgem #gw http://t.co/4VLJWQb4pr
0	Sagan! Epic break away then wheelies across the finish line to take Gent-Wevelgem win! #likeaboss #gw http://t.co/oHYr647srf
0	Schandalige start #gw. Laatste deel colonne komt 5min voor vertrek toe en zal het peloton nog net in de verte zien vertrekken.
0	Sagan looks down to check his power meter https://t.co/cK0blLsevN #gw
0	Unieke foto winnaar 75e Gent-Wevelgem gaat nu al de wereld rond http://t.co/5F3f4uftzw #gw
0	Peter Sagan's Ghent-Wevelgem winning wheelie, from - https://t.co/vRN84vS0x5 #gw
0	Caballito photo finish Sagan #notengomasqueañadir http://t.co/tcju5sS319 #gw
0	Sagan looks down to check his power meter https://t.co/cK0blLsevN #gw
0	Unieke foto winnaar 75e Gent-Wevelgem gaat nu al de wereld rond http://t.co/5F3f4uftzw #gw
0	Caballito photo finish Sagan #notengomasqueañadir http://t.co/tcju5sS319 #gw
0	Unieke foto winnaar 75e Gent-Wevelgem gaat nu al de wereld rond http://t.co/5F3f4uftzw #gw
0	Hahahaha #funny #gw #wielrennen #cycling #winter #cold http://t.co/QoQnDtauUV
0	Unieke foto winnaar 75e Gent-Wevelgem gaat nu al de wereld rond http://t.co/5F3f4uftzw #gw
0	Photo of the day: this lady with the fan photo flag of herself &amp; a vacansoleil. (http://t.co/uS6M5Tu9wX). #gw http://t. ...
0	Sagan fejrede sejren i #gw med at køre på baghjul over stregen...
0	Het is een keer iets anders Photofinish Gent-Wevelgem 2013 #GW http://t.co/2ac6InO6hW #gw #wheelie ...
0	Unieke foto winnaar 75e Gent-Wevelgem gaat nu al de wereld rond http://t.co/5F3f4uftzw #gw
0	Unieke foto winnaar 75e Gent-Wevelgem gaat nu al de wereld rond http://t.co/5F3f4uftzw #gw
0	Smiling, wheeling, winning. http://t.co/8xSKkg1oS7 #gw #cdalePro
0	Unieke foto winnaar 75e Gent-Wevelgem gaat nu al de wereld rond http://t.co/5F3f4uftzw #gw
0	Smiling, wheeling, winning. http://t.co/8xSKkg1oS7 #gw #cdalePro
0	Smiling, wheeling, winning. http://t.co/8xSKkg1oS7 #gw #cdalePro
0	“Peter Sagan's Ghent-Wevelgem winning wheelie https://t.co/j3SHNYUpiX #gw”
0	Mooie overwinning Sagan RT “Unieke foto winnaar 75e Gent-Wevelgem gaat nu al de wereld rond http://t.co/ljrsIsCbna #gw”
0	Top 3: 1.Sagan 2.Bozic 3.Van Avermaet. Greipel first of the bunch. #gw
0	once I reach my #gw I'm going to bye a #blackmilk dress. and I'll look so good in it.
0	Smiling, wheeling, winning. http://t.co/8xSKkg1oS7 #gw #cdalePro
0	Bedankt om het toilet ter beschikking te stellen ! #gw http://t.co/X3Iez3clDv
0	Sagan! Epic break away then wheelies across the finish line to take Gent-Wevelgem win! #likeaboss #gw http://t.co/oHYr ...
0	Celebración de caballito de Sagan en #GW “#wheelie Peter Sagan 1 #GentWevelgem #gw http://t.co/54VU37qPqI”
0	Mooie overwinning Sagan vandaag #gw Unieke foto winnaar 75e Gent-Wevelgem gaat nu al de wereld rond http://t.co/ljrsIsCbna
0	#gw toch ne klasbak zenne diene sagan!
0	Unieke foto winnaar 75e Gent-Wevelgem gaat nu al de wereld rond http://t.co/q9Zgzqn3pM #gw
0	Het is al goed, ik heb net een mooie wheelie gezien van  #gw En is ook wel wat gewend.
0	#gw - 1 Peter Sagan - 2 Amador - 2 Bozic - 3Van Avermaet - 4 Haussler - 5 Flecha - 6 Ladagnous - 7 Eisel -
0	Victoire de Peter Sagan ! :D #gw
0	what to say about ?he's the king of the roads and fans all around the world are so proud of him. congrats to #gw victory.#Slovakia
0	Blijven gaan, en enkel vooruit! Kop op en ! #gw
0	Schandalige start #gw. Laatste deel colonne komt 5min voor vertrek toe en zal het peloton nog net in de verte zien vert ...
0	Caballito photo finish Sagan #notengomasqueañadir http://t.co/tcju5sS319 #gw
0	“Smiling, wheeling, winning. http://t.co/coLQIO4f0R #gw #cdalePro ”
0	Unieke foto winnaar 75e Gent-Wevelgem gaat nu al de wereld rond http://t.co/5F3f4uftzw #gw
0	Toen ik van start ging was de koers al gereden... 10min uitstel was wel op z'n plaats geweest! #gw #ontgoocheld #circus

0	I have just blogged out my thoughts on Aussies in the #parisroubaix #roubaix give feedback.. not on grammar http://t.co/1RV7zmBrrS :D
0	Official #roubaix preview - L’Ennui Roubaix de l’Ennui (The Roubaix Boredom of Boredom) ‹ Cycleboredom http://t.co/b3mLIN74tZ
0	bastard http://t.co/54IsoKmpk1 #roubaix
0	bastard http://t.co/54IsoKmpk1 #roubaix
0	Hahaha!  bastard http://t.co/0U9kM58xwH #roubaix
0	Ok, got it. "#roubaix"
0	I have just blogged out my thoughts on Aussies in the #parisroubaix #roubaix give feedback.. not on grammar http://t. ...
0	bastard http://t.co/54IsoKmpk1 #roubaix
0	Raking d’Arenberg in anticipation. RT: “@_CycleGirl_: “ bastard http://t.co/0IhWIf1EFq #roubaix””
0	RT @_CycleGirl_: “ bastard http://t.co/yBPDrSJpC1 #roubaix”
0	Very mean trick. bastard http://t.co/5guXw5ERpE #roubaix
0	bastard http://t.co/54IsoKmpk1 #roubaix
0	L’Ennui—perhaps it’s because AICAR and EPO-Z and maintaining 50km/h solo for 13km. http://t.co/w0C0FpKrjv #roubaix
0	bastard http://t.co/54IsoKmpk1 #roubaix
0	Official #roubaix preview - L’Ennui Roubaix de l’Ennui (The Roubaix Boredom of Boredom) ‹ Cycleboredom http://t.co/b3m ...
0	bastard http://t.co/54IsoKmpk1 #roubaix
0	Took a coupe if alleys on the way home... Counting down!.#Paris #roubaix #hellofthenorth http://t.co/cg0gfHK5rF
0	Hard to pick against Cancellara, but look for Phinney, Stannard, and Vansummeren all in top 10. #roubaix
0	Well, I guess since there's no race for me tomorrow, I get to watch me some #roubaix
0	Stannard has been in great classics form, deserves a good result but luck has a lot to do with winning #roubaix
0	What bikes are we using for #roubaix? Simone Toccafondi of gives you plenty of details! #OPQS http: ...
0	bastard http://t.co/54IsoKmpk1 #roubaix
0	Just one short sleep away from the Super Bowl of cycling #roubaix and ..you ready
0	Yep! RT @_CycleGirl_: “ bastard http://t.co/W3j3312bP3 #roubaix”
